CustomerID,Name,Email
932,Customer931,customer931@example.com
933,Customer932,customer932@example.com
934,Customer933,customer933@example.com
935,Customer934,customer934@example.com
936,Customer935,customer935@example.com
937,Customer936,customer936@example.com
938,Customer937,customer937@example.com
939,Customer938,customer938@example.com
940,Customer939,customer939@example.com
941,Customer940,customer940@example.com
942,Customer941,customer941@example.com
943,Customer942,customer942@example.com
944,Customer943,customer943@example.com
945,Customer944,customer944@example.com
946,Customer945,customer945@example.com
947,Customer946,customer946@example.com
948,Customer947,customer947@example.com
949,Customer948,customer948@example.com
950,Customer949,customer949@example.com
951,Customer950,customer950@example.com
952,Customer951,customer951@example.com
953,Customer952,customer952@example.com
954,Customer953,customer953@example.com
955,Customer954,customer954@example.com
956,Customer955,customer955@example.com
957,Customer956,customer956@example.com
958,Customer957,customer957@example.com
959,Customer958,customer958@example.com
960,Customer959,customer959@example.com
961,Customer960,customer960@example.com
962,Customer961,customer961@example.com
963,Customer962,customer962@example.com
964,Customer963,customer963@example.com
965,Customer964,customer964@example.com
966,Customer965,customer965@example.com
967,Customer966,customer966@example.com
968,Customer967,customer967@example.com
969,Customer968,customer968@example.com
970,Customer969,customer969@example.com
971,Customer970,customer970@example.com
972,Customer971,customer971@example.com
973,Customer972,customer972@example.com
974,Customer973,customer973@example.com
975,Customer974,customer974@example.com
976,Customer975,customer975@example.com
977,Customer976,customer976@example.com
978,Customer977,customer977@example.com
979,Customer978,customer978@example.com
980,Customer979,customer979@example.com
981,Customer980,customer980@example.com
982,Customer981,customer981@example.com
983,Customer982,customer982@example.com
984,Customer983,customer983@example.com
985,Customer984,customer984@example.com
986,Customer985,customer985@example.com
987,Customer986,customer986@example.com
988,Customer987,customer987@example.com
989,Customer988,customer988@example.com
990,Customer989,customer989@example.com
991,Customer990,customer990@example.com
992,Customer991,customer991@example.com
993,Customer992,customer992@example.com
994,Customer993,customer993@example.com
995,Customer994,customer994@example.com
996,Customer995,customer995@example.com
997,Customer996,customer996@example.com
998,Customer997,customer997@example.com
999,Customer998,customer998@example.com
1000,Customer999,customer999@example.com
